what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345074035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345074687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345094919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345095654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345096943
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1560345102031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345102295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345126945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345134545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345152111
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1560345166804
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1560345166978
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1560345167160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345167368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345170031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345173892
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345183356
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345183380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345183389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345183916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345186194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1560345186797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1560345188262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345190085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345195558
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1560345199495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345199733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345211150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345212517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345214430
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1560345216191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345216455
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1560345218695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345218712
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1560345218753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345221141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345221966
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345222405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345223660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345231743
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1560345236437
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345236473
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345236497
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345250272
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345250272
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1560345250280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345250405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345264799
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1560345267444
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345269488
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1560345275394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345278361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345281664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345286190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345287362
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345287474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345289701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345297582
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1560345299545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345305190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345769275
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345770529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345790913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345791763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1560345831023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345836009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345897330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1560345897342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345898793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345899985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345900504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345901563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345909055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345912256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1560345912265
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560345914746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345955840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345956873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560345957320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560346972595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560346974410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560346975618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560346977475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347032027
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1560347033822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347036856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347037592
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1560347039076
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1560347045427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347050457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347054819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347056973
error,log,,,"Unhandled event loop exception during blocked modal context.",1560347057665
error,log,,,"Unhandled event loop exception during blocked modal context.",1560347057666
error,log,,,"Unhandled event loop exception during blocked modal context.",1560347057667
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560347057684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347057742
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1560347057752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347057752
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560347057765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347058416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347062576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347063048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347064209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347064633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347066777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347069530
error,log,,,"Unhandled event loop exception during blocked modal context.",1560347084938
error,log,,,"Unhandled event loop exception during blocked modal context.",1560347087225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347089904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347094467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347096221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1560347096226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347097423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347097920
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project.commands.bspEditor",1560347099378
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560347099647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347099655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347107222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347107888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347139674
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1560347141149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347142986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347151338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347153512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347158000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347159632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347161591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347164155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347167220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347167230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347170772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347174121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347177484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347180135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347310169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347311216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347609597
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560347611211
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560347611238
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1560347611259
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1560347612236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347619381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347619879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347619912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347619945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347619978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347620763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347621263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347621296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347621329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347621362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347621395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347621587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347621844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1560347623389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1560347631222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1560347632206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1560347636190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1560347636900
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1560347637994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347640841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347642206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347646158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347647450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347650189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347703286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347703300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347703309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347704211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347705320
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1560347705514
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1560347706152
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1560347706152
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1560347706300
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1560347706300
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1560347706300
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1560347706300
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1560347706300
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1560347706300
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1560347706300
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1560347706379
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1560347706506
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1560348119915
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1560348119916
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1560348119916
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1560348119921
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1560348119923
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1560348119923
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1560348119923
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1560348119924
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1560348119924
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1560348119924
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1560348119933
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1560348119934
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1560348119934
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1560348119935
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1560348119935
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1560348119935
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1560348119935
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1560348119936
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1560348119937
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1560348119937
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1560348119937
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1560348119938
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1560348119943
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1560348119943
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1560348119943
